district,year-month,count
สาทร,2023-01,29
สาทร,2023-02,26
สาทร,2023-03,50
สาทร,2023-04,44
สาทร,2023-05,45
สาทร,2023-06,30
สาทร,2023-07,50
สาทร,2023-08,63
สาทร,2023-09,64
สาทร,2023-10,73
