district,year-month,count
สายไหม,2023-01,73
สายไหม,2023-02,79
สายไหม,2023-03,137
สายไหม,2023-04,136
สายไหม,2023-05,132
สายไหม,2023-06,128
สายไหม,2023-07,167
สายไหม,2023-08,135
สายไหม,2023-09,146
สายไหม,2023-10,133
