district,year-month,count
ราชเวที,2023-01,37
ราชเวที,2023-02,34
ราชเวที,2023-03,53
ราชเวที,2023-04,44
ราชเวที,2023-05,61
ราชเวที,2023-06,54
ราชเวที,2023-07,67
ราชเวที,2023-08,82
ราชเวที,2023-09,77
ราชเวที,2023-10,62
