district,year-month,count
ลาดกระบัง,2023-01,102
ลาดกระบัง,2023-02,99
ลาดกระบัง,2023-03,131
ลาดกระบัง,2023-04,177
ลาดกระบัง,2023-05,175
ลาดกระบัง,2023-06,158
ลาดกระบัง,2023-07,159
ลาดกระบัง,2023-08,163
ลาดกระบัง,2023-09,126
ลาดกระบัง,2023-10,135
