district,year-month,count
ดุสิต,2023-01,30
ดุสิต,2023-02,43
ดุสิต,2023-03,52
ดุสิต,2023-04,76
ดุสิต,2023-05,85
ดุสิต,2023-06,81
ดุสิต,2023-07,101
ดุสิต,2023-08,90
ดุสิต,2023-09,105
ดุสิต,2023-10,90
