district,year-month,count
บางคอแหลม,2023-01,36
บางคอแหลม,2023-02,34
บางคอแหลม,2023-03,33
บางคอแหลม,2023-04,53
บางคอแหลม,2023-05,57
บางคอแหลม,2023-06,68
บางคอแหลม,2023-07,80
บางคอแหลม,2023-08,96
บางคอแหลม,2023-09,100
บางคอแหลม,2023-10,89
