district,year-month,count
ยานนาวา,2023-01,36
ยานนาวา,2023-02,28
ยานนาวา,2023-03,45
ยานนาวา,2023-04,39
ยานนาวา,2023-05,65
ยานนาวา,2023-06,55
ยานนาวา,2023-07,63
ยานนาวา,2023-08,74
ยานนาวา,2023-09,60
ยานนาวา,2023-10,78
