district,year-month,count
วังทองหลาง,2023-01,57
วังทองหลาง,2023-02,65
วังทองหลาง,2023-03,77
วังทองหลาง,2023-04,84
วังทองหลาง,2023-05,92
วังทองหลาง,2023-06,97
วังทองหลาง,2023-07,133
วังทองหลาง,2023-08,93
วังทองหลาง,2023-09,144
วังทองหลาง,2023-10,126
