district,year-month,count
บางแค,2023-01,104
บางแค,2023-02,81
บางแค,2023-03,165
บางแค,2023-04,192
บางแค,2023-05,188
บางแค,2023-06,182
บางแค,2023-07,186
บางแค,2023-08,199
บางแค,2023-09,149
บางแค,2023-10,187
