district,year-month,count
พระโขนง,2023-01,67
พระโขนง,2023-02,64
พระโขนง,2023-03,74
พระโขนง,2023-04,69
พระโขนง,2023-05,71
พระโขนง,2023-06,79
พระโขนง,2023-07,95
พระโขนง,2023-08,103
พระโขนง,2023-09,106
พระโขนง,2023-10,94
