district,year-month,count
สัมพันธวงศ์,2023-01,12
สัมพันธวงศ์,2023-02,10
สัมพันธวงศ์,2023-03,16
สัมพันธวงศ์,2023-04,11
สัมพันธวงศ์,2023-05,14
สัมพันธวงศ์,2023-06,10
สัมพันธวงศ์,2023-07,11
สัมพันธวงศ์,2023-08,14
สัมพันธวงศ์,2023-09,14
สัมพันธวงศ์,2023-10,5
