district,year-month,count
บางรัก,2023-01,29
บางรัก,2023-02,10
บางรัก,2023-03,26
บางรัก,2023-04,25
บางรัก,2023-05,33
บางรัก,2023-06,30
บางรัก,2023-07,32
บางรัก,2023-08,51
บางรัก,2023-09,36
บางรัก,2023-10,32
