district,year-month,count
บางบอน,2023-01,59
บางบอน,2023-02,53
บางบอน,2023-03,68
บางบอน,2023-04,83
บางบอน,2023-05,105
บางบอน,2023-06,81
บางบอน,2023-07,96
บางบอน,2023-08,108
บางบอน,2023-09,78
บางบอน,2023-10,89
