district,year-month,count
บางเขน,2023-01,84
บางเขน,2023-02,105
บางเขน,2023-03,135
บางเขน,2023-04,154
บางเขน,2023-05,152
บางเขน,2023-06,181
บางเขน,2023-07,191
บางเขน,2023-08,201
บางเขน,2023-09,171
บางเขน,2023-10,176
