district,year-month,count
คันนายาว,2023-01,43
คันนายาว,2023-02,40
คันนายาว,2023-03,48
คันนายาว,2023-04,61
คันนายาว,2023-05,56
คันนายาว,2023-06,54
คันนายาว,2023-07,62
คันนายาว,2023-08,60
คันนายาว,2023-09,66
คันนายาว,2023-10,61
