district,year-month,count
บางขุนเทียน,2023-01,99
บางขุนเทียน,2023-02,98
บางขุนเทียน,2023-03,124
บางขุนเทียน,2023-04,196
บางขุนเทียน,2023-05,197
บางขุนเทียน,2023-06,153
บางขุนเทียน,2023-07,166
บางขุนเทียน,2023-08,191
บางขุนเทียน,2023-09,181
บางขุนเทียน,2023-10,181
