district,year-month,count
ธนบุรี,2023-01,76
ธนบุรี,2023-02,56
ธนบุรี,2023-03,76
ธนบุรี,2023-04,86
ธนบุรี,2023-05,149
ธนบุรี,2023-06,130
ธนบุรี,2023-07,112
ธนบุรี,2023-08,143
ธนบุรี,2023-09,149
ธนบุรี,2023-10,169
