district,year-month,count
พระนคร,2023-01,22
พระนคร,2023-02,38
พระนคร,2023-03,25
พระนคร,2023-04,19
พระนคร,2023-05,42
พระนคร,2023-06,49
พระนคร,2023-07,42
พระนคร,2023-08,51
พระนคร,2023-09,47
พระนคร,2023-10,45
