district,year-month,count
บางนา,2023-01,62
บางนา,2023-02,61
บางนา,2023-03,72
บางนา,2023-04,85
บางนา,2023-05,97
บางนา,2023-06,76
บางนา,2023-07,106
บางนา,2023-08,92
บางนา,2023-09,92
บางนา,2023-10,90
