district,year-month,count
ราษฎร์บูรณะ,2023-01,28
ราษฎร์บูรณะ,2023-02,40
ราษฎร์บูรณะ,2023-03,59
ราษฎร์บูรณะ,2023-04,57
ราษฎร์บูรณะ,2023-05,60
ราษฎร์บูรณะ,2023-06,62
ราษฎร์บูรณะ,2023-07,68
ราษฎร์บูรณะ,2023-08,86
ราษฎร์บูรณะ,2023-09,84
ราษฎร์บูรณะ,2023-10,86
