district,year-month,count
พญาไท,2023-01,51
พญาไท,2023-02,44
พญาไท,2023-03,72
พญาไท,2023-04,54
พญาไท,2023-05,82
พญาไท,2023-06,85
พญาไท,2023-07,92
พญาไท,2023-08,113
พญาไท,2023-09,88
พญาไท,2023-10,94
