district,year-month,count
บางกอกใหญ่,2023-01,27
บางกอกใหญ่,2023-02,39
บางกอกใหญ่,2023-03,49
บางกอกใหญ่,2023-04,62
บางกอกใหญ่,2023-05,88
บางกอกใหญ่,2023-06,69
บางกอกใหญ่,2023-07,74
บางกอกใหญ่,2023-08,96
บางกอกใหญ่,2023-09,96
บางกอกใหญ่,2023-10,103
