district,year-month,count
บางกอกน้อย,2023-01,61
บางกอกน้อย,2023-02,57
บางกอกน้อย,2023-03,97
บางกอกน้อย,2023-04,111
บางกอกน้อย,2023-05,108
บางกอกน้อย,2023-06,101
บางกอกน้อย,2023-07,117
บางกอกน้อย,2023-08,133
บางกอกน้อย,2023-09,135
บางกอกน้อย,2023-10,156
