district,year-month,count
ป้อมปราบศัตรูพ่าย,2023-01,8
ป้อมปราบศัตรูพ่าย,2023-02,15
ป้อมปราบศัตรูพ่าย,2023-03,13
ป้อมปราบศัตรูพ่าย,2023-04,24
ป้อมปราบศัตรูพ่าย,2023-05,15
ป้อมปราบศัตรูพ่าย,2023-06,22
ป้อมปราบศัตรูพ่าย,2023-07,28
ป้อมปราบศัตรูพ่าย,2023-08,26
ป้อมปราบศัตรูพ่าย,2023-09,24
ป้อมปราบศัตรูพ่าย,2023-10,29
