district,year-month,count
ทุ่งครุ,2023-01,57
ทุ่งครุ,2023-02,57
ทุ่งครุ,2023-03,63
ทุ่งครุ,2023-04,116
ทุ่งครุ,2023-05,98
ทุ่งครุ,2023-06,85
ทุ่งครุ,2023-07,102
ทุ่งครุ,2023-08,109
ทุ่งครุ,2023-09,97
ทุ่งครุ,2023-10,86
