district,year-month,count
ลาดพร้าว,2023-01,58
ลาดพร้าว,2023-02,64
ลาดพร้าว,2023-03,89
ลาดพร้าว,2023-04,92
ลาดพร้าว,2023-05,107
ลาดพร้าว,2023-06,84
ลาดพร้าว,2023-07,139
ลาดพร้าว,2023-08,103
ลาดพร้าว,2023-09,114
ลาดพร้าว,2023-10,108
