district,year-month,count
บางพลัด,2023-01,73
บางพลัด,2023-02,63
บางพลัด,2023-03,58
บางพลัด,2023-04,108
บางพลัด,2023-05,126
บางพลัด,2023-06,109
บางพลัด,2023-07,115
บางพลัด,2023-08,148
บางพลัด,2023-09,106
บางพลัด,2023-10,139
