district,year-month,count
บางกะปิ,2023-01,72
บางกะปิ,2023-02,77
บางกะปิ,2023-03,121
บางกะปิ,2023-04,108
บางกะปิ,2023-05,114
บางกะปิ,2023-06,135
บางกะปิ,2023-07,142
บางกะปิ,2023-08,142
บางกะปิ,2023-09,131
บางกะปิ,2023-10,125
