district,year-month,count
ปทุมวัน,2023-01,20
ปทุมวัน,2023-02,25
ปทุมวัน,2023-03,46
ปทุมวัน,2023-04,40
ปทุมวัน,2023-05,43
ปทุมวัน,2023-06,37
ปทุมวัน,2023-07,50
ปทุมวัน,2023-08,62
ปทุมวัน,2023-09,61
ปทุมวัน,2023-10,50
