district,year-month,count
จอมทอง,2023-01,77
จอมทอง,2023-02,54
จอมทอง,2023-03,113
จอมทอง,2023-04,127
จอมทอง,2023-05,143
จอมทอง,2023-06,129
จอมทอง,2023-07,157
จอมทอง,2023-08,166
จอมทอง,2023-09,149
จอมทอง,2023-10,152
