district,year-month,count
คลองเตย,2023-01,34
คลองเตย,2023-02,38
คลองเตย,2023-03,35
คลองเตย,2023-04,46
คลองเตย,2023-05,65
คลองเตย,2023-06,62
คลองเตย,2023-07,75
คลองเตย,2023-08,71
คลองเตย,2023-09,83
คลองเตย,2023-10,68
