district,year-month,count
บางซื่อ,2023-01,39
บางซื่อ,2023-02,38
บางซื่อ,2023-03,63
บางซื่อ,2023-04,74
บางซื่อ,2023-05,64
บางซื่อ,2023-06,73
บางซื่อ,2023-07,72
บางซื่อ,2023-08,93
บางซื่อ,2023-09,105
บางซื่อ,2023-10,116
