district,year-month,count
จัตุจักร,2023-01,92
จัตุจักร,2023-02,96
จัตุจักร,2023-03,125
จัตุจักร,2023-04,104
จัตุจักร,2023-05,159
จัตุจักร,2023-06,150
จัตุจักร,2023-07,178
จัตุจักร,2023-08,194
จัตุจกัร,2023-09,168
จัตุจักร,2023-10,199
