district,year-month,count
ทวีวัฒนา,2023-01,65
ทวีวัฒนา,2023-02,48
ทวีวัฒนา,2023-03,88
ทวีวัฒนา,2023-04,93
ทวีวัฒนา,2023-05,95
ทวีวัฒนา,2023-06,88
ทวีวัฒนา,2023-07,102
ทวีวัฒนา,2023-08,115
ทวีวัฒนา,2023-09,96
ทวีวัฒนา,2023-10,69
