district,year-month,count
คลองสาน,2023-01,51
คลองสาน,2023-02,50
คลองสาน,2023-03,57
คลองสาน,2023-04,74
คลองสาน,2023-05,80
คลองสาน,2023-06,76
คลองสาน,2023-07,100
คลองสาน,2023-08,120
คลองสาน,2023-09,98
คลองสาน,2023-10,105
