district,year-month,count
ดินแดง,2023-01,33
ดินแดง,2023-02,53
ดินแดง,2023-03,49
ดินแดง,2023-04,55
ดินแดง,2023-05,71
ดินแดง,2023-06,61
ดินแดง,2023-07,84
ดินแดง,2023-08,100
ดินแดง,2023-09,84
ดินแดง,2023-10,76
