district,year-month,count
ดอนเมือง,2023-01,56
ดอนเมือง,2023-02,50
ดอนเมือง,2023-03,89
ดอนเมือง,2023-04,107
ดอนเมือง,2023-05,99
ดอนเมือง,2023-06,111
ดอนเมือง,2023-07,124
ดอนเมือง,2023-08,119
ดอนเมือง,2023-09,116
ดอนเมือง,2023-10,105
